 ,Connections Categories,Words in Category,Gemini,Claude,GPT4o,Llama,Type of Reasoning
629.0,GOLF CLUBS,"['IRON', 'PUTTER', 'WEDGE', 'WOOD']",0,1,0,1.0,Associative Knowledge
630.0,YEARN,"['ACHE', 'LONG', 'PINE', 'THIRST']",0,0,0,0.0,Semantic Knowledge
631.0,INSUFFICIENT,"['LOW', 'SHORT', 'SHY', 'WANTING']",0,0,0,0.0,Semantic Knowledge
632.0,VERY IMPORTANT,"['CENTRAL', 'CRITICAL', 'KEY', 'VITAL']",0,0,1,0.0,Semantic Knowledge
633.0,RECYCLNG CATEGORIES,"['GLASS', 'METAL', 'PAPER', 'PLASTIC']",0,0,0,0.0,Associative Knowledge
634.0,HUDSONS,"['HENRY', 'JENNIFER', 'KATE', 'ROCK']",0,0,0,0.0,Encyclopedic Knowledge
635.0,WHAT “BEAT” MAY MEAN,"['ASSIGNMENT', 'DEFEAT', 'TEMPO', 'TIRED']",0,0,0,0.0,Linguistic Knowledge
636.0,REFLECT LIGHT,"['FLASH', 'GLEAM', 'GLITTER', 'SPARKLE']",1,1,1,1.0,Semantic Knowledge
637.0,WAYS TO GATHER FOOD,"['FISH', 'FORAGE', 'HUNT', 'TRAP']",0,1,0,0.0,Associative Knowledge
638.0,RAP SUBGENRES,"['BOUNCE', 'CRUNK', 'DRILL', 'GRIME']",0,0,0,0.0,Encyclopedic Knowledge
639.0,LIGHT ___,"['BEER', 'BULB', 'RAIL', 'YEAR']",0,0,0,0.0,Multiword Expressions
640.0,PRODUCED BY TREES,"['ACORN', 'CONE', 'POLLEN', 'SAP']",1,0,0,0.0,Associative Knowledge
641.0,CANDY STORE TREATS,"['CHOCOLATE', 'GUM', 'LICORICE', 'LOLLIPOP']",1,0,1,0.0,Semantic Knowledge
642.0,TARGET OF A SCHEME,"['CHUMP', 'FOOL', 'MARK', 'SUCKER']",0,0,0,0.0,Semantic Knowledge
643.0,THINGS WITH EYE(S),"['FACE', 'HURRICANE', 'NEEDLE', 'POTATO']",0,0,0,0.0,Associative Knowledge
644.0,SNAKES,"['BOA', 'MAMBA', 'PYTHON', 'VIPER']",1,1,1,1.0,Semantic Knowledge
645.0,LINGERIE,"['GARTER', 'SLIP', 'TEDDY', 'THONG']",0,0,1,0.0,Semantic Knowledge
646.0,SUMMARY,"['ABSTRACT', 'BRIEF', 'DIGEST', 'RUNDOWN']",1,0,0,0.0,Semantic Knowledge
647.0,FULL ___,"['CIRCLE', 'HOUSE', 'MONTY', 'MOON']",0,0,0,0.0,Multiword Expressions
648.0,BRIDAL ACCESSORIES,"['BOUQUET', 'RING', 'TRAIN', 'VEIL']",0,0,0,0.0,Associative Knowledge
649.0,“C” WORDS FOR “ENVELOP”,"['CAKE', 'COAT', 'COVER', 'CRUST']",0,0,0,0.0,Semantic Knowledge
650.0,JACKS,"['BLACK', 'FROST', 'MA', 'SPARROW']",0,0,0,0.0,Encyclopedic Knowledge
651.0,SOCIAL MEDIA APP ENDINGS,"['BOOK', 'GRAM', 'IN', 'TUBE']",0,0,0,0.0,Combined Category
652.0,KITCHEN UTENSILS,"['GRATER', 'LADLE', 'PEELER', 'WHISK']",1,1,0,0.0,Semantic Knowledge
653.0,VERTEBRATES,"['BIRD', 'FISH', 'MAMMAL', 'REPTILE']",0,0,0,0.0,Semantic Knowledge
654.0,SUPER MARIO-RELATED,"['DINOSAUR', 'MUSHROOM', 'PLUMBER', 'PRINCESS']",0,0,0,0.0,Encyclopedic Knowledge
655.0,SITCOM FAMILIES,"['BUNKER', 'CLEAVER', 'PARTRIDGE', 'TANNER']",0,0,0,0.0,Encyclopedic Knowledge
656.0,ROBUST,"['FIT', 'HEALTHY', 'SOUND', 'STRONG']",0,1,0,0.0,Semantic Knowledge
657.0,DECLINE,"['DIP', 'DROP', 'FALL', 'SINK']",0,0,0,0.0,Semantic Knowledge
658.0,WATER SOURCES,"['FOUNTAIN', 'SPRING', 'TAP', 'WELL']",0,1,0,0.0,Associative Knowledge
659.0,WOMEN SINGERS,"['KEYS', 'NICKS', 'SUMMER', 'SWIFT']",0,0,0,0.0,Encyclopedic Knowledge
660.0,SODA FOUNTAIN ORDERS,"['FLOAT', 'MALT', 'SHAKE', 'SUNDAE']",0,0,0,0.0,Associative Knowledge
661.0,"SET, AS PLANS","['CONCRETE', 'FIRM', 'SOLID', 'TANGIBLE']",0,0,0,1.0,Semantic Knowledge
662.0,M. NIGHT SHYAMALAN MOVIES,"['GLASS', 'OLD', 'SIGNS', 'SPLIT']",0,0,0,0.0,Encyclopedic Knowledge
663.0,___BOARD,"['DASH', 'HOVER', 'KEY', 'STAR']",0,0,0,0.0,Multiword Expressions
664.0,RESTAURANT WORKERS,"['BARTENDER', 'CHEF', 'HOST', 'SERVER']",1,1,0,1.0,Semantic Knowledge
665.0,MOTOR VEHICLES,"['BUS', 'CAR', 'MOTORCYCLE', 'TRUCK']",1,0,1,0.0,Semantic Knowledge
666.0,MUPPETS,"['ANIMAL', 'BEAKER', 'GONZO', 'SCOOTER']",0,0,0,0.0,Encyclopedic Knowledge
667.0,HAND- AND FOOT-RELATED SLANG,"['DIGIT', 'DOG', 'MITT', 'PIGGY']",0,0,0,0.0,Encyclopedic Knowledge
668.0,REPLACEMENT,"['BACKUP', 'COPY', 'EXTRA', 'SPARE']",0,0,1,1.0,Semantic Knowledge
669.0,BOWLING,"['ALLEY', 'BALL', 'LANE', 'PIN']",0,0,0,0.0,Associative Knowledge
670.0,COMMON MERCH ITEMS,"['MUG', 'PEN', 'TEE', 'TOTE']",0,0,0,0.0,Associative Knowledge
671.0,NUMBER HOMOPHONES,"['ATE', 'FOR', 'TOO', 'WON']",0,1,1,0.0,Linguistic Knowledge
672.0,WEB BROWSER-RELATED,"['BOOKMARK', 'HISTORY', 'TAB', 'WINDOW']",0,0,1,0.0,Associative Knowledge
673.0,SHIRT FEATURES,"['BUTTON', 'COLLAR', 'CUFF', 'POCKET']",1,0,0,1.0,Semantic Knowledge
674.0,CONNECTION,"['BOND', 'LINK', 'RELATION', 'TIE']",0,0,0,1.0,Semantic Knowledge
675.0,DIRTY ___,"['DOZEN', 'JOKE', 'LAUNDRY', 'MARTINI']",0,0,0,0.0,Multiword Expressions
676.0,INTELLIGENT,"['BRIGHT', 'CLEVER', 'QUICK', 'SHARP']",0,0,1,0.0,Semantic Knowledge
677.0,AIRLINES,"['ALASKA', 'FRONTIER', 'SOUTHWEST', 'SPIRIT']",0,1,0,0.0,Encyclopedic Knowledge
678.0,WESTERN TROPES,"['COWBOY', 'DRIFTER', 'OUTLAW', 'SHERIFF']",0,0,1,0.0,Encyclopedic Knowledge
679.0,TV SHOW TITLE SURNAMES,"['LASSO', 'MARS', 'ROGERS', 'SMART']",0,0,0,0.0,Encyclopedic Knowledge
680.0,FRUITS,"['APRICOT', 'FIG', 'GRAPE', 'LIME']",0,1,1,0.0,Semantic Knowledge
681.0,LUXURIOUS,"['DELUXE', 'GRAND', 'LAVISH', 'OPULENT']",0,1,0,1.0,Semantic Knowledge
682.0,BEST ACTRESS OSCAR WINNERS,"['BERRY', 'FOSTER', 'STONE', 'SWANK']",0,0,0,0.0,Encyclopedic Knowledge
683.0,WHAT “GREEN” MIGHT MEAN,"['ENVIOUS', 'FRESH', 'NAIVE', 'UNWELL']",0,0,0,0.0,Linguistic Knowledge
684.0,FAIRY TALE FIGURES,"['GIANT', 'PRINCESS', 'WITCH', 'WOLF']",0,0,1,1.0,Encyclopedic Knowledge
685.0,CHESS TERMS,"['BISHOP', 'MATE', 'GAMBIT', 'QUEEN']",0,1,1,1.0,Semantic Knowledge
686.0,“PEANUTS” CHARACTERS,"['CHARLIE', 'PEPPERMINT PATTY', 'PIGPEN', 'WOODSTOCK']",0,1,0,0.0,Encyclopedic Knowledge
687.0,I LOVE ___,"['LUCY', 'NEW YORK', 'ROCK N ROLL', 'YOU']",0,0,0,0.0,Multiword Expressions
688.0,BOVIDS,"['BUFFALO', 'COW', 'GOAT', 'SHEEP']",0,1,1,0.0,Semantic Knowledge
689.0,EMIT LIGHT,"['BEAM', 'GLOW', 'RADIATE', 'SHINE']",1,0,1,1.0,Semantic Knowledge
690.0,GYMNASTICS APPARATUS,"['FLOOR', 'HORSE', 'RINGS', 'VAULT']",0,0,0,0.0,Associative Knowledge
691.0,WORDS THAT SOUND LIKE TWO LETTERS,"['CUTIE', 'ENVY', 'EXCEL', 'SEEDY']",0,0,0,0.0,Linguistic Knowledge
692.0,EYE PARTS,"['IRIS', 'LENS', 'PUPIL', 'RETINA']",1,1,1,1.0,Semantic Knowledge
693.0,COUNTERFEIT,"['BOGUS', 'FAKE', 'PHONY', 'SHAM']",1,1,1,1.0,Semantic Knowledge
694.0,RADIO LINGO,"['COPY', 'OUT', 'OVER', 'ROGER']",0,1,0,0.0,Encyclopedic Knowledge
695.0,SONGS THAT ARE NAMES,"['ALEJANDRO', 'LOLA', 'MICHELLE', 'STAN']",0,1,0,0.0,Encyclopedic Knowledge
696.0,“SKEDADDLE!”,"['GET OUT', 'GO', 'LEAVE', 'SCRAM']",1,1,1,1.0,Semantic Knowledge
697.0,PRONOUNS,"['ME', 'THEM', 'US', 'YOU']",0,1,1,1.0,Linguistic Knowledge
698.0,ANAGRAMS,"['NOPE', 'OPEN', 'PEON', 'PONE']",0,0,1,0.0,Linguistic Knowledge
699.0,___ BABY,"['BEANIE', 'FUR', 'NEPO', 'SANTA']",0,0,0,0.0,Multiword Expressions
700.0,HOT DRINKS,"['CHAI', 'COCOA', 'COFFEE', 'TEA']",1,1,1,1.0,Semantic Knowledge
701.0,ANIMAL SOUNDS,"['BUZZ', 'CLUCK', 'MEOW', 'OINK']",0,1,1,0.0,Associative Knowledge
702.0,TREE FEATURES,"['BARK', 'BRANCH', 'ROOT', 'TRUNK']",0,1,1,0.0,Semantic Knowledge
703.0,INSIDE INFO,"['DIRT', 'DISH', 'SCOOP', 'SKINNY']",0,0,0,0.0,Associative Knowledge
704.0,HALLOWEEN DECORATIONS,"['BAT', 'COBWEB', 'PUMPKIN', 'TOMBSTONE']",0,1,1,0.0,Associative Knowledge
705.0,TV SHOWS,"['24', 'BONES', 'FIREFLY', 'WEEDS']",0,0,0,0.0,Encyclopedic Knowledge
706.0,SLOT MACHINE SYMBOLS,"['7', 'BAR', 'BELL', 'CHERRY']",0,0,0,0.0,Encyclopedic Knowledge
707.0,NUMBERS IN BOOK TITLES,"['22', '451', '2001', '20,000']",0,0,0,0.0,Encyclopedic Knowledge
708.0,AMAZON ANIMALS,"['ANACONDA', 'CAPYBARA', 'JAGUAR', 'TOUCAN']",0,1,0,0.0,Encyclopedic Knowledge
709.0,LOWEST POINT,"['BASE', 'BOTTOM', 'FOOT', 'FOUNDATION']",0,1,0,0.0,Semantic Knowledge
710.0,MUSICALS,"['COMPANY', 'GREASE', 'HAIR', 'RENT']",0,0,0,0.0,Encyclopedic Knowledge
711.0,SEA ___,"['CHANGE', 'CUCUMBER', 'LEGS', 'LION']",0,0,0,0.0,Multiword Expressions
712.0,BASEBALL CALLS,"['BALL', 'OUT', 'SAFE', 'STRIKE']",0,0,1,0.0,Encyclopedic Knowledge
713.0,HEAT SOURCES,"['FORGE', 'FURNACE', 'KILN', 'OVEN']",1,1,0,0.0,Semantic Knowledge
714.0,FISH THAT ARE VERBS,"['CARP', 'CATFISH', 'FLOUNDER', 'SMELT']",0,0,0,0.0,Combined Category
715.0,SILENT “L”,"['COLONEL', 'SALMON', 'WALK', 'YOLK']",0,0,0,0.0,Linguistic Knowledge
716.0,INHERENT NATURE,"['ESSENCE', 'HEART', 'SPIRIT', 'SOUL']",0,1,0,0.0,Semantic Knowledge
717.0,FERMENETED ALCOHOLIC BEVERAGES,"['CIDER', 'PORT', 'SAKE', 'STOUT']",0,0,0,0.0,Semantic Knowledge
718.0,PIXAR MOVIES,"['BRAVE', 'CARS', 'COCO', 'UP']",0,0,0,0.0,Encyclopedic Knowledge
719.0,___ TAPE,"['DEMO', 'RED', 'SCOTCH', 'TICKER']",0,0,0,0.0,Multiword Expressions
720.0,ROCKY HORROR PICTURE SHOW,"['HORROR', 'PICTURE', 'ROCKY', 'SHOW']",0,0,0,0.0,Encyclopedic Knowledge
721.0,WHO FRAMED ROGER RABBIT,"['FRAMED', 'RABBIT', 'ROGER', 'WHO']",0,0,0,0.0,Encyclopedic Knowledge
722.0,WHEN HARRY MET SALLY,"['HARRY', 'MET', 'SALLY', 'WHEN']",0,0,0,0.0,Encyclopedic Knowledge
723.0,MAD MAX FURY ROAD,"['FURY', 'MAD', 'MAX', 'ROAD']",0,0,0,0.0,Encyclopedic Knowledge
724.0,CREATURES IN FOLKLORE,"['GNOME', 'GOBLIN', 'OGRE', 'TROLL']",1,0,0,0.0,Encyclopedic Knowledge
725.0,FLOWER PARTS,"['BUD', 'LEAF', 'PETAL', 'STALK']",0,1,0,0.0,Semantic Knowledge
726.0,ONE INVOLVED IN ESPIONAGE,"['AGENT', 'MOLE', 'PLANT', 'SPY']",0,0,0,0.0,Semantic Knowledge
727.0,CHINESE ZODIAC ANIMALS,"['DRAGON', 'HORSE', 'RABBIT', 'TIGER']",0,0,0,0.0,Encyclopedic Knowledge
728.0,INFORMATION DISPLAYS,"['CHART', 'DIAGRAM', 'GRAPH', 'MAP']",1,1,1,1.0,Associative Knowledge
729.0,ADDITIONAL BENEFIT,"['BONUS', 'EXTRA', 'ICING', 'PERK']",1,0,0,,Semantic Knowledge
730.0,THANKSGIVING FOOD,"['GRAVY', 'PIE', 'STUFFING', 'TURKEY']",1,0,0,1.0,Encyclopedic Knowledge
731.0,SONG TITLES WITH PARENTHESES,"['I RAN', 'ISTANBUL', 'MONTERO', 'SATISFACTION']",0,0,0,1.0,Encyclopedic Knowledge
732.0,PAINTING ACCESSORIES,"['BRUSH', 'CANVAS', 'EASEL', 'PALETTE']",1,0,1,1.0,Associative Knowledge
733.0,AUTOMATIC TRANSMISSION SETTINGS,"['DRIVE', 'NEUTRAL', 'PARK', 'REVERSE']",0,1,0,0.0,Encyclopedic Knowledge
734.0,THINGS WITH TEETH,"['COMB', 'GEAR', 'SAW', 'ZIPPER']",0,0,0,0.0,Associative Knowledge
735.0,___ CHAIR,"['FIRST', 'FOLDING', 'HIGH', 'LAWN']",0,0,0,0.0,Multiword Expressions
736.0,FEMALE ANIMALS,"['COW', 'DOE', 'HEN', 'MARE']",0,0,1,0.0,Semantic Knowledge
737.0,PRONOUNS,"['I', 'IT', 'THEY', 'WE']",0,0,0,0.0,Linguistic Knowledge
738.0,ROMAN NUMERALS,"['D', 'L', 'M', 'V']",0,0,0,0.0,Encyclopedic Knowledge
739.0,HOMOPHONES,"['EWE', 'U', 'YEW', 'YOU']",0,1,0,0.0,Linguistic Knowledge
740.0,AU NATUREL,"['BARE', 'NAKED', 'NUDE', 'UNCLAD']",1,1,1,1.0,Semantic Knowledge
741.0,BAKED GOODS,"['BUN', 'DANISH', 'MUFFIN', 'TURNOVER']",1,1,1,0.0,Semantic Knowledge
742.0,AMERICAN FOOTBALL ACTIONS,"['FUMBLE', 'PUNT', 'SACK', 'SNAP']",1,1,0,0.0,Encyclopedic Knowledge
743.0,MANICURE STEPS,"['BUFF', 'CLIP', 'FILE', 'POLISH']",0,0,0,0.0,Associative Knowledge
744.0,DRINK VESSELS,"['GOBLET', 'SNIFTER', 'TUMBLER', 'STEIN']",1,1,1,1.0,Semantic Knowledge
745.0,WOODWINDS,"['CLARINET', 'FLUTE', 'OBOE', 'SAXOPHONE']",0,0,0,0.0,Semantic Knowledge
746.0,AMERICAN POETS,"['BISHOP', 'FROST', 'OLDS', 'POUND']",0,0,0,0.0,Encyclopedic Knowledge
747.0,CONSECUTIVE DOUBLE LETTERS,"['BALLOON', 'BASSOON', 'COFFEE', 'FRICASSEE']",0,0,0,0.0,Linguistic Knowledge
748.0,APPETIZER UNIT,"['FRY', 'NACHO', 'POPPER', 'WING']",0,0,0,0.0,Semantic Knowledge
749.0,RESPONSE TO A CORRECT ANSWER,"['BINGO', 'CORRECT', 'RIGHT', 'YES']",0,1,1,0.0,Associative Knowledge
750.0,MAR,"['CHIP', 'DING', 'NICK', 'SCRATCH']",1,1,0,0.0,Semantic Knowledge
751.0,___JACK,"['APPLE', 'CRACKER', 'FLAP', 'LUMBER']",0,0,0,0.0,Multiword Expressions
752.0,PLAYGROUND FIXTURES,"['SANDBOX', 'SEESAW', 'SLIDE', 'SWING']",1,1,1,1.0,Semantic Knowledge
753.0,INFLUENCE,"['CLOUT', 'PULL', 'SWAY', 'WEIGHT']",0,0,0,0.0,Semantic Knowledge
754.0,EGYPTIAN SYMBOLS,"['ANKH', 'CROOK', 'EYE', 'SCARAB']",0,0,0,0.0,Encyclopedic Knowledge
755.0,FONTS,"['COURIER', 'IMPACT', 'PAPYRUS', 'TIMES']",0,0,0,0.0,Associative Knowledge
756.0,DEPART QUICKLY,"['BOOK', 'BOUNCE', 'RUN', 'SPLIT']",0,0,0,0.0,Associative Knowledge
757.0,ANIMALS THAT END WITH X,"['FOX', 'IBEX', 'LYNX', 'ORYX']",0,0,0,0.0,Semantic Knowledge
758.0,SHADES OF BLACK,"['EBONY', 'JET', 'ONYX', 'RAVEN']",0,0,0,0.0,Semantic Knowledge
759.0,WORDS BEFORE DAYS OF THE WEEK,"['ASH', 'BLACK', 'CYBER', 'FAT']",0,0,0,0.0,Encyclopedic Knowledge
760.0,STATES OF ELATION,"['BLISS', 'CLOUD NINE', 'HEAVEN', 'PARADISE']",1,1,1,1.0,Semantic Knowledge
761.0,SCAM,"['CON', 'FAST ONE', 'HUSTLE', 'RACKET']",0,0,1,0.0,Semantic Knowledge
762.0,GREETING GESTURES,"['HIGH FIVE', 'HUG', 'SHAKE', 'WAVE']",1,0,1,0.0,Associative Knowledge
763.0,___ LIST,"['BUCKET', 'GUEST', 'TOP TEN', 'WISH']",0,0,0,0.0,Multiword Expressions
764.0,POULTRY CUTS,"['BREAST', 'DRUMSTICK', 'TENDER', 'WING']",0,0,0,0.0,Semantic Knowledge
765.0,GOLF TERMS,"['DRIVER', 'EAGLE', 'HOLE', 'STROKE']",0,0,0,0.0,Encyclopedic Knowledge
766.0,DRUM SET COMPONENTS,"['CYMBAL', 'KICK', 'SNARE', 'TOM']",0,0,0,0.0,Semantic Knowledge
767.0,"ASSOCIATED WITH ""CRAWL""","['INFANT', 'PUB', 'SWIMMING', 'TICKER']",0,0,0,0.0,Associative Knowledge
768.0,BOARD GAMES,"['RISK', 'SORRY', 'TABOO', 'TROUBLE']",0,0,0,0.0,Encyclopedic Knowledge
769.0,NEWSPAPER SECTIONS,"['BUSINESS', 'NATIONAL', 'OPINION', 'STYLE']",0,0,1,0.0,Associative Knowledge
770.0,FIGURES IN GREEK MYTH,"['ATLAS', 'HERMES', 'NIKE', 'PARIS']",0,0,0,0.0,Encyclopedic Knowledge
771.0,ADJECTIVES IN RAPPERS' NAMES,"['FOXY', 'GUCCI', 'KILLER', 'NOTORIOUS']",0,0,0,0.0,Encyclopedic Knowledge
772.0,SOCIAL GATHERING,"['BASH', 'BLOWOUT', 'PARTY', 'SHINDIG']",1,0,0,1.0,Semantic Knowledge
773.0,"""PINOCCHIO"" FIGURES","['CRICKET', 'PUPPET', 'WHALE', 'WOODCARVER']",0,0,0,0.0,Encyclopedic Knowledge
774.0,FOUND IN A KITCHEN,"['COUNTER', 'MIXER', 'RANGE', 'SINK']",1,0,0,1.0,Associative Knowledge
775.0,EASTER ___,"['BUNNY', 'EGG', 'ISLAND', 'SUNDAY']",0,0,0,0.0,Multiword Expressions
776.0,EXTINCT ANIMALS,"['DODO', 'MAMMOTH', 'MASTODON', 'TRILOBITE']",0,1,1,1.0,Semantic Knowledge
777.0,FAILURES,"['BUSTS', 'FLOPS', 'MISSES', 'TURKEYS']",0,1,1,0.0,Semantic Knowledge
778.0,SLANG FOR CLOTHES,"['DUDS', 'GETUP', 'OUTFIT', 'THREADS']",0,1,0,1.0,Encyclopedic Knowledge
779.0,KISS,"['PECK', 'SMACK', 'SMOOCH', 'X']",0,0,0,0.0,Associative Knowledge
780.0,FACIAL HAIR,"['BEARD', 'GOATEE', 'MUSTACHE', 'STUBBLE']",1,1,1,1.0,Semantic Knowledge
781.0,BIKE PARTS,"['GEAR', 'HANDLEBAR', 'PEDAL', 'WHEEL']",1,1,1,1.0,Semantic Knowledge
782.0,PURSUE,"['DOG', 'FOLLOW', 'TAIL', 'TRACK']",0,0,0,0.0,Semantic Knowledge
783.0,THINGS THAT ARE CAST,"['DOUBT', 'MOVIE', 'SHADOW', 'VOTE']",0,1,0,0.0,Associative Knowledge
784.0,PERFORMING ARTISTS,"['ACTOR', 'DANCER', 'SINGER', 'STAND-UP']",1,1,0,0.0,Semantic Knowledge
785.0,SANTA'S REINDEER,"['COMET', 'CUPID', 'DASHER', 'VIXEN']",1,0,0,0.0,Encyclopedic Knowledge
786.0,SEEN ON VALENTINE'S DAY,"['CARD', 'CHOCOLATE', 'HEART', 'ROSE']",0,0,0,0.0,Associative Knowledge
787.0,"""BAD ___"" MOVIES""","['BOYS', 'LIEUTENANT', 'SANTA', 'TASTE']",0,0,0,0.0,Multiword Expressions
788.0,U.S. MOUNTAIN STATES,"['ARIZONA', 'COLORADO', 'NEVADA', 'UTAH']",0,0,0,0.0,Semantic Knowledge
789.0,SODA BRANDS,"['CRUSH', 'MUG', 'SPRITE', 'SQUIRT']",0,0,1,1.0,Encyclopedic Knowledge
790.0,CLASSIC ROCK BANDS,"['GENESIS', 'KANSAS', 'RUSH', 'YES']",0,0,0,0.0,Encyclopedic Knowledge
791.0,TONY ___,"['HAWK', 'MONTANA', 'SOPRANO', 'STARK']",0,0,0,0.0,Multiword Expressions
792.0,CAMPING SUPPLIES,"['COOLER', 'LANTERN', 'SLEEPING BAG', 'TENT']",1,1,0,1.0,Associative Knowledge
793.0,INSULT,"['BARB', 'DIG', 'DISS', 'JAB']",0,1,1,0.0,Semantic Knowledge
794.0,TINY,"['MINUTE', 'SLIGHT', 'SMALL', 'WEE']",0,0,1,0.0,Semantic Knowledge
795.0,HAPPY ___,"['CAMPER', 'HOUR', 'MEAL', 'MEDIUM']",0,0,0,0.0,Multiword Expressions
796.0,FRIEND,"['BUD', 'CHUM', 'MATE', 'PAL']",1,1,1,1.0,Semantic Knowledge
797.0,COOKWEAR,"['CROCK', 'POT', 'SKILLET', 'WOK']",1,1,0,1.0,Semantic Knowledge
798.0,SHOES,"['CLOG', 'PUMP', 'SLIDE', 'WEDGE']",0,1,0,0.0,Semantic Knowledge
799.0,SLANG FOR CANNABIS,"['GRASS', 'HERB', 'MARY JANE', 'WEED']",0,1,0,1.0,Semantic Knowledge
